id;Texto;Etiqueta
159;La serie de conferencias se puede recomendar como muy buena. Sería aún mejor tener más tiempo para discutir ejemplos de cada concepto.;"Alineamiento constructivo; Ejemplificación contextualizada; Falta de apoyo en la integración de nuevo conocimiento; Fomento de preguntas y discusiones"
160;La serie de conferencias estuvo bien estructurada y organizada.;"Alineamiento constructivo; Estructura del curso"
161;"En general, la serie de conferencias es buena. Pero creo que sería mejor si el contenido fuera menos denso y se presentara de una forma más atractiva.";"Actividades instruccionales monótonas; Alineamiento constructivo; Estimulación del interés de los estudiantes"
162;"En general, un buen profesor, espero verlo en semestres próximos.";Relación cercana
163;"Para la lección de patrones de diseño, agregar más ejemplos del mundo real o discutir o dar respuestas sobre eso.";"Ejemplificación contextualizada; Falta de apoyo en la integración de nuevo conocimiento"
164;No hay suficiente tiempo para leer todos los capítulos del libro recomendado y estudiar con la carga de trabajo que tenemos.;"Claridad de los materiales de clase; Objetivos desbalanceados"
167;"La velocidad de la clase fue bastante alta, sería útil si se discutieran más ejemplos en el salón.";"Ausencia de acompañamiento; Ejemplificación contextualizada"
168;Las clases fueron buenas e interesantes. Gracias señora por el esfuerzo brindado en enseñarnos esta materia.;"Alineamiento constructivo; Relacionar el contenido con la vida e intereses de los estudiantes; Relación cercana"
169;"En general, las clases fueron todas buenas";Estimulación del interés de los estudiantes
170;La carga de trabajo es alta;Andamiaje inadecuado o insuficiente
171;"""Es mejor si hay más ejemplos sobre las partes teóricas relevantes utilizando cualquier lenguaje como java.""";"Ejemplificación contextualizada; Estimulación del interés de los estudiantes"
172;Buena serie de clases. Las diapositivas también estuvieron realmente bien.;"Claridad de los materiales de clase; Estructura del curso"
173;La serie de clases se llevó a cabo bien. Sería mejor si pudiéramos hacer más preguntas antes del examen final.;Estructura del curso
174;Sería mejor si pudiéramos discutir más problemas en clase.;"Aprendizaje basado en problemas; Estimulación del interés de los estudiantes"
175;¿Puedes proporcionar las calificaciones de la evaluación después de cada una?;Retroalimentación inoportuna
176;"Estimado señor, no dé puntos en contra en los cuestionarios porque algunos estudiantes resolvieron el problema de manera incorrecta pero llegaron a la respuesta correcta y lo marcó como incorrecto. Otro punto es que cometimos errores en las simplificaciones, esto no se trata de falta de conocimiento sobre la materia. Si podría considerar estos puntos para los próximos cuestionarios, gracias.";"No hay retroalimentación constructiva; Problemas de validez"
177;Sería mejor que el profesor también pueda proporcionar las presentaciones en power point (archivos ppt que se utilizan para hacer los videos de las clases).;"Claridad de los materiales de clase; Estimulación del interés de los estudiantes"
178;"Sería mejor tener un porcentaje mayor de la nota del módulo en las tareas de clase (CA), ya que muchos módulos optaron por una evaluación basada solo en CA.";Estimulación del interés de los estudiantes
179;"La estrategia de aprendizaje fue realmente buena, aunque hubo algo de falta de discusión de ejemplos y explicación de problemas.";"Aprendizaje basado en problemas; Ausencia de acompañamiento; Ejemplificación contextualizada; Fomento de preguntas y discusiones"
180;El nuevo método de enseñanza es mejor para nosotros;Sensibilidad del profesor al nivel y progreso de la clase
181;Una de las mejores clases que tuve en la uni.;Estructura del curso
182;"Señor, las tareas formativas fueron muy importantes para mí para mantenerme en contacto con el módulo cada semana. De lo contrario, sólo estudiaríamos fuertemente las partes teóricas hasta el examen. Sigan haciéndolo con las generaciones más jóvenes también. Es un muy buen método.";"Alineamiento constructivo; Estimulación del interés de los estudiantes; Estructura del curso"
183;"Señor, si pudiera proporcionar la presentación de PowerPoint de las clases en video, estaríamos muy agradecidos.";Claridad de los materiales de clase
184;"Señor, si nos pudiera dar las calificaciones individuales de la ""Prueba 1"", se lo agradeceríamos mucho. (Igual que la prueba aleatoria)";Retroalimentación inoportuna
185;"Señor, sería genial si nos diera más tiempo (más de 2 días) para completar nuestras evaluaciones formativas. En mi curso de AL, Termodinámica es la materia más difícil, pero ahora me está gustando. Gracias señor por su gran apoyo y orientación.";"Objetivos desbalanceados; Relación cercana"
186;"Señor, es el mejor profesor que he conocido en la universidad. Siempre nos anima y además se dedica a nosotros. Muchas gracias, señor.";"Entusiasmo del profesor sobre el curso; Relación cercana"
187;"Señor, su estilo de enseñanza es invaluable. Me anima a explorar todos los aspectos de la termodinámica. Cuando veo una clase en video, me motiva a encontrar todos los conceptos relacionados y antes de la clase tengo una buena comprensión de lo que nos va a enseñar. En realidad, es el método más efectivo en lugar de solo escuchar una conferencia.";"Activación de conocimiento previo; Claridad de los materiales de clase; Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes"
188;"""señor, creo que sería de gran ayuda si usted pudiera proporcionar las respuestas con los pasos para las preguntas, como se hizo en el tutorial 2""";Estimulación del interés de los estudiantes
189;"La enseñanza motiva mucho a los estudiantes, es muy buena. Personalmente disfruto aprendiendo. Sería genial si se anunciara cualquier prueba con al menos 2 días de antelación. En las clases en línea hay un pequeño problema, a veces la escritura en la pizarra no se ve clara. Gracias.";"Desorganización; Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes"
190;"""El profesor más innovador que he visto. Aprender de Robert sir es un honor para mí y el contenido está muy estructurado.""";Estructura del curso
191;"""El método de enseñanza es tan interesante. Las lecciones de video y el quiz para probar nuestro entendimiento antes de la clase es muy efectivo. De esa manera, tenemos un conocimiento previo sobre lo que vamos a estudiar durante la clase. Y además, el contenido se vuelve más fácil de entender al repetirlo dos veces.""";"Estructura del curso; Materiales interactivos"
192;"Las lecciones de video y las tareas formativas fueron muy útiles y acertadas, así que fue más fácil estudiar.";"Alineamiento constructivo; Claridad de los materiales de clase; Estimulación del interés de los estudiantes"
193;"""Enseñanza de alto nivel. Es muy raro ver a un profesor universitario bien preparado y con una enseñanza integral en estos días. Fue la primera vez que vi el método de clase invertida en videos de Stanford en YouTube y tuve la suerte de experimentarlo contigo, señor. Soy alguien que sueña con hacer un doctorado y seguir una carrera en enseñanza e investigación algún día. Tu estilo de enseñanza me inspiró aún más a seguir ese objetivo mío. Que el triple gemela te bendiga, señor.""";"Entusiasmo del profesor sobre el curso; Estructura del curso"
194;"Subir la clase con anticipación para repasar, es muy útil. Muchas gracias por el tiempo y el esfuerzo que se pone en eso. Tu constante ánimo para hacer preguntas también ayuda mucho. Subir tutoriales con respuestas (solo la última solución) sería mejor.";"Claridad de los materiales de clase; Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes; Fomento de preguntas y discusiones; Relación cercana"
195;"""Usted inspiró esperanza, despertó la imaginación y sembró el amor por el aprendizaje. Muchas gracias por todo, señor.""";Entusiasmo del profesor sobre el curso
196;"Estimado profesor, usted es el primer docente que tuvo la idea de dar clases en línea, incluso antes de que se utilizaran las clases de Zoom, ya que intentó dictar clases a través de Facebook. Sus clases grabadas fueron verdaderamente increíbles, eran cortas y muy claras. Estamos agradecidos por el arduo trabajo que puso detrás de esas clases. Por otro lado, en mi área no hay suficiente señal de internet para unirme a una clase en vivo. He intentado incluso cambiando mis tarjetas SIM, pero desafortunadamente ninguna de ellas ofrece suficiente señal de internet. Según mi opinión, las clases grabadas son más efectivas en mi condición. De cualquier forma, está bien si se suben las grabaciones de las clases en vivo. Muchas gracias, profesor.";"Claridad y comprensibilidad de las explicaciones; Entusiasmo del profesor sobre el curso; Estructura del curso; Materiales interactivos"
197;"""El Dr. Robert es el mejor profesor que conocí en el tercer semestre, como me di cuenta en el primer mes del semestre. Pero lastimosamente lo perdimos. Pero él hizo lo mejor que pudo para impartir clases en línea.""";Entusiasmo del profesor sobre el curso
198;"""Excelentes clases grabadas.""";Claridad de los materiales de clase
199;"Es un excelente profesor, de los mejores que he visto.";Entusiasmo del profesor sobre el curso
200;"Lo siento mucho por llegar tarde. Pero solo quiero decir, en comparación con otros profesores, tú fuiste el mejor. Lo digo en serio. Tu dedicación fue increíble. Y gracias a eso, ahora puedo entender todo el módulo. Mucha suerte.";"Claridad y comprensibilidad de las explicaciones; Entusiasmo del profesor sobre el curso"
201;"Creo que la mayor parte del curso fue excelente, sería mejor si tuviéramos también clases de tutoría para discutir preguntas.";Andamiaje inadecuado o insuficiente
202;Fue en general una buena experiencia. Aprecié la dedicación del profesor para hacer los videos. Me hubiera gustado que se hubieran discutido uno o dos problemas más complejos.;"Aprendizaje basado en problemas; Entusiasmo del profesor sobre el curso; Falta de desafíos intelectuales; Fomento de preguntas y discusiones"
